,alignment_name,accepted_name,coevol
699,Corymbia_confertiflora_CANB_785485,Corymbia_confertiflora,C_confertiflora
700,Corymbia_gilbertensis_CANB_739029,Corymbia_gilbertensis,C_gilbertensis
701,Corymbia_polysciada_CANB_785479,Corymbia_polysciada,C_polysciada
702,Corymbia_dendromerinx_CANB_644448,Corymbia_dendromerinx,C_dendromerinx
703,Corymbia_torta_CANB_644409,Corymbia_torta,C_torta
704,Corymbia_bella_MC_10518,Corymbia_bella,C_bella
705,Corymbia_pauciseta_CANB_448845,Corymbia_pauciseta,C_pauciseta
706,Corymbia_ferriticola_MC_11117,Corymbia_ferriticola,C_ferriticola
707,Corymbia_porrecta_CANB_628340,Corymbia_porrecta,C_porrecta
708,Corymbia_candida_subsp_dispodes_454,Corymbia_candida,C_candida
709,Corymbia_flavescens_MC_10596,Corymbia_flavescens,C_flavescens
710,Corymbia_blakei_CANB_582767,Corymbia_blakei,C_blakei
711,Corymbia_aspera_CANB_785505,Corymbia_aspera,C_aspera
712,Arillastrum_gummiferum,NA,NA
713,Eucalyptopsis_papuana,Eucalyptopsis_papuana,E_papuana
714,Eucalyptopsis_alauda_CANB_704249,NA,NA
715,Stockwellia_quadrifida,Stockwellia_quadrifida,S_quadrifida
716,Allosyncarpia_ternata_CANB_760015,Allosyncarpia_ternata,A_ternata
717,Agonis_flexuosa,Agonis_flexuosa,Agonis flexuosa
718,Kunzea_ericoides,Kunzea_ericoides,Kunzea ericoides
719,Hypocalymma_linifolium,Hypocalymma_linifolium,Hypocalymma linifolium
720,Syncarpia_glomulifera_Jervis_Bay,Syncarpia_glomulifera,Syncarpia glomuliferaervisay
721,Syncarpia_hillii_612122,Syncarpia_hillii,Syncarpia hillii
722,Cloezia_floribunda,NA,NA
723,Tepualia_stipularis,NA,NA
724,Acmena_smithii,NA,NA
725,Syzygium_angophoroides,Syzygium_angophoroides,Syzygium angophoroides
726,Amomyrtus_luma,NA,NA
727,Decaspermum_humile,Decaspermum_humile,Decaspermum humile
728,Myrtus_communis,Myrtus_communis,Myrtus communis
729,Lophostemon_confertus,Lophostemon_confertus,Lophostemon confertus
730,Lophostemon_suaveolens_CANB_750277,Lophostemon_suaveolens,Lophostemon suaveolens
731,Kjellbergiodendron_celebicum,Kjellbergiodendron_celebicum,Kjellbergiodendron celebicum
732,Heteropyxis_natalensis,NA,NA
