accepted_name,coevol_name,mean_gs,mean_height,mean_SLA,mean_sm,genus
Eucalyptus_ravida,E_ravida,1.31,10,29.77,0.7652,Eucalyptus
Eucalyptus_recta,E_recta,1.47,15,NA,1.674,Eucalyptus
Eucalyptus_recurva,E_recurva,1.14,4,NA,2.0882051,Eucalyptus
Eucalyptus_redunca,E_redunca,1.24,2,32.73,3.05,Eucalyptus
Eucalyptus_regnans,E_regnans,1.11,90,NA,3.15,Eucalyptus
Eucalyptus_relicta,E_relicta,1.17,12,NA,NA,Eucalyptus
Eucalyptus_remota,E_remota,1.12,15,37.55,25,Eucalyptus
Eucalyptus_repullulans,E_repullulans,1.34,5,24.82,1.8,Eucalyptus
Eucalyptus_resinifera,E_resinifera,1.225,45,43.685,2.6655,Eucalyptus
Eucalyptus_retinens,E_retinens,NA,25,33.91,1.0204,Eucalyptus
Eucalyptus_retusa,E_retusa,1.18,NA,26.74,NA,Eucalyptus
Eucalyptus_rhodantha,E_rhodantha,1.29,3,37.3,10.99564,Eucalyptus
Eucalyptus_rhombica,E_rhombica,1.28,20,35.89,NA,Eucalyptus
Eucalyptus_rhomboidea,E_rhomboidea,1.3,18,26.66,NA,Eucalyptus
Eucalyptus_rigens,E_rigens,NA,4,20.04,0.746,Eucalyptus
Eucalyptus_rigidula,E_rigidula,1.19,4,27.38666667,2.06,Eucalyptus
Eucalyptus_risdonii,E_risdonii,1.12,8,51.6,4.39,Eucalyptus
Eucalyptus_robertsonii,E_robertsonii,NA,NA,67.01,NA,Eucalyptus
Eucalyptus_robusta,E_robusta,1.26,30,NA,3.15,Eucalyptus
Eucalyptus_rodwayi,E_rodwayi,NA,20,NA,0.77,Eucalyptus
Eucalyptus_rosacea,E_rosacea,1.24,4,31.09,8.62,Eucalyptus
Eucalyptus_rossii,E_rossii,1.13,NA,58.32,4.21,Eucalyptus
Eucalyptus_rowleyi,E_rowleyi,1.23,NA,27.9,NA,Eucalyptus
Eucalyptus_roycei,E_roycei,1.21,6,NA,20.16,Eucalyptus
Eucalyptus_rubida,E_rubida,1.16,17.5,50.26,2.96,Eucalyptus
Eucalyptus_rubiginosa,E_rubiginosa,1.05,15,31.22,0.3764,Eucalyptus
Eucalyptus_rudderi,E_rudderi,1.23,30,NA,1.7,Eucalyptus
Eucalyptus_rudis,E_rudis,1.16,20,63.22,1.26,Eucalyptus
Eucalyptus_rugosa,E_rugosa,1.27,10,37.15,5.37,Eucalyptus
Eucalyptus_rugulata,E_rugulata,1.41,15,20.34,1.6452,Eucalyptus
Eucalyptus_rummeryi,E_rummeryi,1.25,40,32.64,2.67,Eucalyptus
Eucalyptus_rupestris,E_rupestris,1.23,5,NA,NA,Eucalyptus
Eucalyptus_sabulosa,E_sabulosa,NA,NA,NA,0.39908,Eucalyptus
Eucalyptus_salicola,E_salicola,1.27,15,35.02,0.20276,Eucalyptus
Eucalyptus_saligna,E_saligna,1.23,55,67.75,0.5424,Eucalyptus
Eucalyptus_salmonophloia,E_salmonophloia,1.28,25,34.89,1.49,Eucalyptus
Eucalyptus_salubris,E_salubris,1.32,15,41.59,2.01,Eucalyptus
Eucalyptus_sargentii,E_sargentii,1.27,11,32.885,3.05,Eucalyptus
Eucalyptus_saxatilis,E_saxatilis,1.21,5,NA,1.7492,Eucalyptus
Eucalyptus_scias,E_scias,1.24,20,42,1.3916,Eucalyptus
Eucalyptus_scoparia,E_scoparia,1.19,15,67.9,1.75,Eucalyptus
Eucalyptus_scopulorum,E_scopulorum,1.24,8,46,0.54,Eucalyptus
Eucalyptus_scyphocalyx,E_scyphocalyx,1.236666667,5,NA,NA,Eucalyptus
Eucalyptus_seeana,E_seeana,1.19,18,67.9,0.23,Eucalyptus
Eucalyptus_semiglobosa,E_semiglobosa,1.3,NA,NA,1.1576,Eucalyptus
Eucalyptus_semota,E_semota,1.28,8,29.38,NA,Eucalyptus
Eucalyptus_sepulcralis,E_sepulcralis,1.07,7,36.55,20.123,Eucalyptus
Eucalyptus_serraensis,E_serraensis,NA,5,30.71,1.4096,Eucalyptus
Eucalyptus_sessilis,E_sessilis,1.37,5,28.61,1.837,Eucalyptus
Eucalyptus_sheathiana,E_sheathiana,1.29,10,NA,1.85,Eucalyptus
Eucalyptus_shirleyi,E_shirleyi,1.26,7,NA,24.03,Eucalyptus
Eucalyptus_sicilifolia,E_sicilifolia,1.28,10,34.77,0.4416,Eucalyptus
Eucalyptus_siderophloia,E_siderophloia,1.27,20,NA,1.09,Eucalyptus
Eucalyptus_sideroxylon,E_sideroxylon,1.27,25,54.9,2.9331,Eucalyptus
Eucalyptus_sieberi,E_sieberi,1.16,35,26.23,2.852666667,Eucalyptus
Eucalyptus_silvestris,E_silvestris,NA,NA,NA,0.1848,Eucalyptus
Eucalyptus_similis,E_similis,NA,12,NA,12.72,Eucalyptus
Eucalyptus_singularis,E_singularis,1.33,6,35.25,2.378,Eucalyptus
Eucalyptus_sinuosa,E_sinuosa,1.16,NA,NA,2.158,Eucalyptus
Eucalyptus_smithii,E_smithii,1.19,45,74.45,NA,Eucalyptus
Eucalyptus_socialis,E_socialis,1.3375,7.333333333,29.48,34.038368,Eucalyptus
Eucalyptus_sparsa,E_sparsa,1.29,10,NA,0.3324,Eucalyptus
Eucalyptus_sparsifolia,E_sparsifolia,1.16,20,37.67,6.3284,Eucalyptus
Eucalyptus_spathulata,E_spathulata,1.245,10,28.64,2.635,Eucalyptus
Eucalyptus_spectatrix,E_spectatrix,NA,NA,29.01,NA,Eucalyptus
Eucalyptus_sphaerocarpa,E_sphaerocarpa,1.11,45,31.13,10.97,Eucalyptus
Eucalyptus_splendens,E_splendens,NA,7,67.13,0.5502,Eucalyptus
Eucalyptus_sporadica,E_sporadica,1.22,4,28.68,0.71104,Eucalyptus
Eucalyptus_spreta,E_spreta,1.31,10,24.71,1.0568,Eucalyptus
Eucalyptus_squamosa,E_squamosa,1.17,15,41.95,11.86,Eucalyptus
Eucalyptus_staeri,E_staeri,1.04,10,27.08,11.998,Eucalyptus
Eucalyptus_staigeriana,E_staigeriana,1.26,12,46.36,2.9,Eucalyptus
Eucalyptus_steedmanii,E_steedmanii,1.29,12,27.35,2.36,Eucalyptus
Eucalyptus_stellulata,E_stellulata,1.09,15,NA,0.69,Eucalyptus
Eucalyptus_stenostoma,E_stenostoma,1.12,25,41.31,4.6968,Eucalyptus
Eucalyptus_stoatei,E_stoatei,1.25,6,24.76,10.88,Eucalyptus
Eucalyptus_stowardii,E_stowardii,1.21,5,NA,11.32,Eucalyptus
Eucalyptus_striaticalyx,E_striaticalyx,1.34,12,32.76,3.88,Eucalyptus
Eucalyptus_stricklandii,E_stricklandii,1.25,9,23.37,0.898,Eucalyptus
Eucalyptus_stricta,E_stricta,1.17,7,NA,NA,Eucalyptus
Eucalyptus_strzeleckii,E_strzeleckii,1.18,30,70.185,0.3788,Eucalyptus
Eucalyptus_sturgissiana,E_sturgissiana,1.15,5,NA,1.3,Eucalyptus
Eucalyptus_subangusta,E_subangusta,1.2775,5.5,28.41,0.8388,Eucalyptus
Eucalyptus_subcrenulata,E_subcrenulata,NA,20,NA,0.99,Eucalyptus
Eucalyptus_suberea,E_suberea,0.97,3,37.75,20.2712195,Eucalyptus
Eucalyptus_subtilis,E_subtilis,1.22,3,21.76,0.2772,Eucalyptus
Eucalyptus_suffulgens,E_suffulgens,1.34,25,NA,0.82388,Eucalyptus
Eucalyptus_suggrandis,E_suggrandis,1.275,6.5,26.39,0.532,Eucalyptus
Eucalyptus_surgens,E_surgens,NA,2,35.69,1.2236,Eucalyptus
Eucalyptus_sweedmaniana,E_sweedmaniana,1.22,NA,NA,4.7504,Eucalyptus
Eucalyptus_synandra,E_synandra,1.24,4,NA,0.693,Eucalyptus
Eucalyptus_talyuberlup,E_talyuberlup,1.17,10,24.67,2.8282,Eucalyptus
Eucalyptus_tardecidens,E_tardecidens,1.25,NA,NA,0.2976,Eucalyptus
Eucalyptus_taurina,E_taurina,1.26,22,37.77,0.5384,Eucalyptus
Eucalyptus_tectifica,E_tectifica,NA,15,NA,1.9,Eucalyptus
Eucalyptus_tenella,E_tenella,1.13,15,39.88,5.34,Eucalyptus
Eucalyptus_tenera,E_tenera,1.29,5,28.79,0.484,Eucalyptus
Eucalyptus_tenuipes,E_tenuipes,0.87,5,NA,1.38,Eucalyptus
Eucalyptus_tenuiramis,E_tenuiramis,1.09,25,44.57,8.42,Eucalyptus
Eucalyptus_tenuis,E_tenuis,1.32,10,28.4,1.308,Eucalyptus
Eucalyptus_tephroclada,E_tephroclada,1.28,4,NA,0.4672,Eucalyptus
Eucalyptus_tephrodes,E_tephrodes,NA,12,NA,NA,Eucalyptus
Eucalyptus_terebra,E_terebra,1.27,12,30.29,0.652,Eucalyptus
Eucalyptus_tereticornis,E_tereticornis,1.265,50,46.41,1.38,Eucalyptus
Eucalyptus_terrica,E_terrica,1.2,10,NA,NA,Eucalyptus
Eucalyptus_tetrapleura,E_tetrapleura,1.26,30,44.31,3.69,Eucalyptus
Eucalyptus_tetraptera,E_tetraptera,1.23,4,NA,3.71,Eucalyptus
Eucalyptus_tetrodonta,E_tetrodonta,NA,25,NA,15.385,Eucalyptus
Eucalyptus_thamnoides,E_thamnoides,1.26,4,28.035,0.514,Eucalyptus
Eucalyptus_tholiformis,E_tholiformis,1.32,15,52.92,NA,Eucalyptus
Eucalyptus_thozetiana,E_thozetiana,1.37,17,31.84,1.41,Eucalyptus
Eucalyptus_tindaliae,E_tindaliae,1.15,30,NA,4.9,Eucalyptus
Eucalyptus_tintinnans,E_tintinnans,NA,15,NA,NA,Eucalyptus
Eucalyptus_todtiana,E_todtiana,1.02,5,NA,6.8,Eucalyptus
Eucalyptus_torquata,E_torquata,1.36,12,NA,5.18,Eucalyptus
Eucalyptus_tortilis,E_tortilis,1.34,8,NA,0.702,Eucalyptus
Eucalyptus_trachybasis,E_trachybasis,NA,NA,26.91,NA,Eucalyptus
Eucalyptus_transcontinentalis,E_transcontinentalis,1.31,12,27.18,3.58466,Eucalyptus
Eucalyptus_tricarpa,E_tricarpa,1.28,35,47.2,0.642,Eucalyptus
Eucalyptus_triflora,E_triflora,1.14,12,NA,1.0604,Eucalyptus
Eucalyptus_trivalva,E_trivalva,1.27,NA,NA,NA,Eucalyptus
Eucalyptus_tumida,E_tumida,1.28,3,NA,0.7128,Eucalyptus
Eucalyptus_ultima,E_ultima,1.3,4,37.925,0.5196,Eucalyptus
Eucalyptus_umbra,E_umbra,1.07,25,NA,1.78074,Eucalyptus
Eucalyptus_umbrawarrensis,E_umbrawarrensis,1.2,18,NA,2.5,Eucalyptus
Eucalyptus_uncinata,E_uncinata,1.216666667,7,NA,0.82,Eucalyptus
Eucalyptus_urna,E_urna,1.38,16,22.38,0.9236,Eucalyptus
Eucalyptus_urnigera,E_urnigera,NA,15,NA,NA,Eucalyptus
Eucalyptus_utilis,E_utilis,1.29,7,32.42,2.4332,Eucalyptus
Eucalyptus_valens,E_valens,1.32,10,18.82,1.328,Eucalyptus
Eucalyptus_varia,E_varia,1.23,5.5,40.16,0.40784,Eucalyptus
Eucalyptus_vegrandis,E_vegrandis,1.285,6,31.68,0.3752,Eucalyptus
Eucalyptus_vernicosa,E_vernicosa,NA,4,NA,NA,Eucalyptus
Eucalyptus_verrucata,E_verrucata,1.1,5,21.47,1.742,Eucalyptus
Eucalyptus_vesiculosa,E_vesiculosa,1.27,3,30.52,0.3554,Eucalyptus
Eucalyptus_vicina,E_vicina,1.19,8,39.28,0.274,Eucalyptus
Eucalyptus_victoriana,E_victoriana,1.1,20,25.82,2.1152,Eucalyptus
Eucalyptus_victrix,E_victrix,1.27,15,NA,0.6448,Eucalyptus
Eucalyptus_viminalis,E_viminalis,1.2,NA,61.79,18.57195,Eucalyptus
Eucalyptus_virens,E_virens,1.25,25,45.24,NA,Eucalyptus
Eucalyptus_virginea,E_virginea,1.14,20,NA,NA,Eucalyptus
Eucalyptus_viridis,E_viridis,1.28,8,37.27,0.995333333,Eucalyptus
Eucalyptus_vittata,E_vittata,1.32,NA,NA,0.83,Eucalyptus
Eucalyptus_vokesensis,E_vokesensis,1.33,7,28.97,NA,Eucalyptus
Eucalyptus_volcanica,E_volcanica,1.23,25,NA,1.9948,Eucalyptus
Eucalyptus_walshii,E_walshii,NA,NA,NA,0.1628,Eucalyptus
Eucalyptus_wandoo,E_wandoo,1.29,16.5,35.24,1.3508,Eucalyptus
Eucalyptus_watsoniana,E_watsoniana,NA,NA,39.96,NA,Eucalyptus
Eucalyptus_websteriana,E_websteriana,1.235,5,NA,2.2574,Eucalyptus
Eucalyptus_whitei,E_whitei,1.29,15,29.86,2.25,Eucalyptus
Eucalyptus_wilcoxii,E_wilcoxii,1.175,10,51.12,NA,Eucalyptus
Eucalyptus_williamsiana,E_williamsiana,1.16,20,26.03,2.4296,Eucalyptus
Eucalyptus_willisii,E_willisii,NA,14,40.2,0.8676,Eucalyptus
Eucalyptus_wimmerensis,E_wimmerensis,1.26,NA,34.79,0.14,Eucalyptus
Eucalyptus_woodwardii,E_woodwardii,1.31,10,NA,5.68,Eucalyptus
Eucalyptus_woollsiana,E_woollsiana,1.29,NA,NA,0.9,Eucalyptus
Eucalyptus_wubinensis,E_wubinensis,1.31,NA,19.47,1.2548,Eucalyptus
Eucalyptus_wyolensis,E_wyolensis,1.31,7,25.92,NA,Eucalyptus
Eucalyptus_xanthoclada,E_xanthoclada,NA,NA,31.33,NA,Eucalyptus
Eucalyptus_xanthonema,E_xanthonema,1.22,4,NA,0.3948,Eucalyptus
Eucalyptus_xerothermica,E_xerothermica,1.3,12,35.295,1.1812,Eucalyptus
Eucalyptus_yalatensis,E_yalatensis,1.32,4,29.02,5.92,Eucalyptus
Eucalyptus_yarraensis,E_yarraensis,1.17,15,NA,0.248,Eucalyptus
Eucalyptus_yilgarnensis,E_yilgarnensis,1.25,10,37.8,0.39756,Eucalyptus
Eucalyptus_youmanii,E_youmanii,1.15,20,NA,0.9856,Eucalyptus
Eucalyptus_youngiana,E_youngiana,1.27,10,28.89,9.86,Eucalyptus
Eucalyptus_yumbarrana,E_yumbarrana,1.34,8,20.14,1.15384,Eucalyptus
Eucalyptus_zopherophloia,E_zopherophloia,1.27,4,NA,0.896,Eucalyptus
Eucalyptopsis_papuana,E_papuana,NA,NA,NA,NA,NA
Stockwellia_quadrifida,S_quadrifida,NA,NA,NA,NA,NA
Allosyncarpia_ternata,A_ternata,NA,NA,NA,NA,NA
